[20251218 08:14:38][root/amd][pre_trainer][ip-10.21.9.25][rank-0/8][WARNING] [trainer.py:485]: MegatronTrainer: monkey patch TopKRouter...
[20251218 08:14:38][root/amd][pre_trainer][ip-10.21.9.25][rank-0/8][WARNING] [trainer.py:356]: MegatronTrainer: monkey patch get_extra_te_kwargs...
[20251218 08:14:38][root/amd][pre_trainer][ip-10.21.9.25][rank-0/8][WARNING] [trainer.py:588]: MegatronTrainer: Patching FileSystemWriterAsync...
[20251218 08:14:38][root/amd][pre_trainer][ip-10.21.9.25][rank-0/8][WARNING] [trainer.py:600]: MegatronTrainer: Patch FileSystemWriterAsync successfully.
[20251218 08:14:38][root/amd][pre_trainer][ip-10.21.9.25][rank-0/8][WARNING] [trainer.py:282]: MegatronTrainer: Patch get_fp8_context...
[20251218 08:14:38][root/amd][pre_trainer][ip-10.21.9.25][rank-0/8][INFO ] [---------trainer.py:694] : -run update_primus_config...
[20251218 08:14:38][root/amd][pre_trainer][ip-10.21.9.25][rank-0/8][INFO ] [---------trainer.py:810] : -rank:              0
[20251218 08:14:38][root/amd][pre_trainer][ip-10.21.9.25][rank-0/8][INFO ] [---------trainer.py:811] : -local_rank:        0
[20251218 08:14:38][root/amd][pre_trainer][ip-10.21.9.25][rank-0/8][INFO ] [---------trainer.py:812] : -world_size:        8
[20251218 08:14:38][root/amd][pre_trainer][ip-10.21.9.25][rank-0/8][INFO ] [---------trainer.py:829] : -save:              /workspace/Primus/output/amd/root/llama3.1_8B-pretrain/checkpoints
[20251218 08:14:38][root/amd][pre_trainer][ip-10.21.9.25][rank-0/8][INFO ] [---------trainer.py:836] : -auto_continue_train:False
[20251218 08:14:38][root/amd][pre_trainer][ip-10.21.9.25][rank-0/8][INFO ] [---------trainer.py:872] : -disable_tensorboard:True
[20251218 08:14:38][root/amd][pre_trainer][ip-10.21.9.25][rank-0/8][INFO ] [---------trainer.py:873] :   -tensorboard_dir: None
[20251218 08:14:38][root/amd][pre_trainer][ip-10.21.9.25][rank-0/8][DEBUG] [---------trainer.py:889] : args.wandb_project is disabled, as args.disable_wandb=True.
[20251218 08:14:38][root/amd][pre_trainer][ip-10.21.9.25][rank-0/8][INFO ] [---------trainer.py:890] : -disable_wandb:     True
[20251218 08:14:38][root/amd][pre_trainer][ip-10.21.9.25][rank-0/8][INFO ] [---------trainer.py:896] :   -wandb_project:   None
[20251218 08:14:38][root/amd][pre_trainer][ip-10.21.9.25][rank-0/8][INFO ] [---------trainer.py:897] :   -wandb_exp_name:  None
[20251218 08:14:38][root/amd][pre_trainer][ip-10.21.9.25][rank-0/8][INFO ] [---------trainer.py:898] :   -wandb_save_dir:  None
[20251218 08:14:38][root/amd][pre_trainer][ip-10.21.9.25][rank-0/8][INFO ] [---------trainer.py:899] :   -wandb_entity:    None
[20251218 08:14:38][root/amd][pre_trainer][ip-10.21.9.25][rank-0/8][INFO ] [---------trainer.py:902] : -disable_mlflow:    True
[20251218 08:14:38][root/amd][pre_trainer][ip-10.21.9.25][rank-0/8][INFO ] [---------trainer.py:916] :   -mlflow_run_name: None
[20251218 08:14:38][root/amd][pre_trainer][ip-10.21.9.25][rank-0/8][INFO ] [---------trainer.py:917] :   -mlflow_experiment_name:None
[20251218 08:14:38][root/amd][pre_trainer][ip-10.21.9.25][rank-0/8][INFO ] [-----import_utils.py:30] : [Primus][MegatronCompat] Loaded model_provider from model_provider
